"","acao","desp_paga","dot_atu","PLOA","Custeio","Dívida","Investimento","Pessoal","Direta","Transferencia","Fontes de Emissão","Fontes próprias","Fontes Tesouro","orgao_valor_1","orgao_valor_2","orgao_valor_3","orgao_valor_4","orgao_valor_5","orgao_valor_6","tituloacao","gnd_predominante","textoacao","2021","2020","2019","2018","2017","2016"
"833","219U",5452749.22,25336500,9725000,1,0,0,0,1,0,0.584,0,0.416,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__5679400","26000 - Ministério da Educação__4045600",NA,NA,NA,NA,"Apoio ao Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica","Custeio","APOIO AO FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",9725000,1e+07,3.5e+07,NA,NA,NA
"834","219V",12074435.74,59607237.0000001,38102617,1,0,0,0,1,0,0.583999991391667,0,0.416000008608333,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__22251928","26000 - Ministério da Educação__15850689",NA,NA,NA,NA,"Apoio ao Funcionamento das Instituições Federais de Educação Superior","Custeio","APOIO AO FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO SUPERIOR",38102617,1.1e+08,1.2e+08,NA,NA,NA
"835","219W",10759576.54,17576361,27890805,0.216733185004879,0,0.783266814995121,0,0.82340312515182,0.17659687484818,0.114611105703116,0,0.885388894296884,"52000 - Ministério da Defesa__24694209","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__3196596",NA,NA,NA,NA,"Interoperabilidade de Sistemas de Defesa","Investimento","INTEROPERABILIDADE DE SISTEMAS DE DEFESA",27890805,1.9e+07,29169363,NA,NA,NA
"836","219Z",3210106830.56,4786236692,4119012999,0.031323037589666,0,0.968676962410334,0,1,0,0.0142987273927756,0,0.985701272607224,"39000 - Ministério da Infraestrutura__4059404752","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__58896644","54000 - Ministério do Turismo__711603",NA,NA,NA,"Conservação e Recuperação de Ativos de Infraestrutura da União","Investimento","CONSERVACAO E RECUPERACAO DE ATIVOS DE INFRAESTRUTURA DA UNIAO",4119012999,3649854000,NA,NA,NA,NA
"837","21A0",817819295.150002,1243262458,1211363552,0.923298465727653,0,0.076701534272347,0,1,0,0.510826887583291,0.159274587452669,0.32989852496404,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__618797073","52000 - Ministério da Defesa__592566479",NA,NA,NA,NA,"Aprestamento das Forças","Custeio","APRESTAMENTO DAS FORCAS",1211363552,1032385563,NA,NA,NA,NA
"838","21A8",61886.93,1388592,1e+06,1,0,0,0,1,0,0.483583,0,0.516417,"44000 - Ministério do Meio Ambiente__516417","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__483583",NA,NA,NA,NA,"Formulação e Implementação de Estratégias para Promover a Conservação, a Recuperação e o Uso Sustentável da Biodiversidade, da Vegetação Nativa e do Patrimônio Genético","Custeio","FORMULACAO E IMPLEMENTACAO DE ESTRATEGIAS PARA PROMOVER A CONSERVACAO, A RECUPERACAO E O USO SUSTENTAVEL DA BIODIVERSIDADE, DA VEGETACAO NATIVA E DO PATRIMONIO GENETICO",1e+06,520000,NA,NA,NA,NA
"839","21A9",201623.12,12164284,3800000,0.184210526315789,0,0.815789473684211,0,1,0,0.0890810526315789,0,0.910918947368421,"44000 - Ministério do Meio Ambiente__3461492","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__338508",NA,NA,NA,NA,"Implementação de Programas, Planos e Ações para Melhoria da Qualidade Ambiental Urbana","Investimento","IMPLEMENTACAO DE PROGRAMAS, PLANOS E ACOES PARA MELHORIA DA QUALIDADE AMBIENTAL URBANA",3800000,4291508,NA,NA,NA,NA
"840","21AA",87295.69,491716,355400,1,0,0,0,1,0,0.48358469330332,0,0.51641530669668,"44000 - Ministério do Meio Ambiente__183534","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__171866",NA,NA,NA,NA,"Fomento e Implementação de Projetos Relacionados a Áreas Protegidas","Custeio","FOMENTO E IMPLEMENTACAO DE PROJETOS RELACIONADOS A AREAS PROTEGIDAS",355400,258000,NA,NA,NA,NA
"841","21AB",642369.04,1065524,1100000,1,0,0,0,1,0,0,0,1,"44000 - Ministério do Meio Ambiente__1100000",NA,NA,NA,NA,NA,"Monitoramento, Avaliação e Controle de Substâncias, Produtos Químicos e Biológicos e de Atividades Potencialmente Poluidoras e Utilizadoras de Recursos Ambientais","Custeio","MONITORAMENTO, AVALIACAO E CONTROLE DE SUBSTANCIAS, PRODUTOS QUIMICOS E BIOLOGICOS E DE ATIVIDADES POTENCIALMENTE POLUIDORAS E UTILIZADORAS DE RECURSOS AMBIENTAIS",1100000,1075078,NA,NA,NA,NA
"842","21AC",42200,1381930,3685322,1,0,0,0,1,0,0.6054890183273,0,0.3945109816727,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__2231422","24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações__1453900",NA,NA,NA,NA,"Encomendas Tecnológicas e Fomento a Tecnologias Aplicadas em Setores Estratégicos","Custeio","ENCOMENDAS TECNOLOGICAS E FOMENTO A TECNOLOGIAS APLICADAS EM SETORES ESTRATEGICOS",3685322,3400000,NA,NA,NA,NA
"843","21AD",5533428.42,12710968,9319750,0.588284020494112,0,0.411715979505888,0,1,0,0.213631803428204,0.123914697282652,0.662453499289144,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações__7328755","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1990995",NA,NA,NA,NA,"Pesquisa, Desenvolvimento e Inovação nas Unidades de Pesquisa do MCTI","Custeio","PESQUISA, DESENVOLVIMENTO E INOVACAO NAS UNIDADES DE PESQUISA DO MCTI",9319750,12577571,NA,NA,NA,NA
"844","21AE",0,447296,9203220,1,0,0,0,1,0,0.7,0,0.3,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__6442254","41000 - Ministério das Comunicações__2760966",NA,NA,NA,NA,"Evolução dos Serviços de Radiodifusão","Custeio","EVOLUCAO DOS SERVICOS DE RADIODIFUSAO",2760966,580000,NA,NA,NA,NA
"845","21AG",61656899.33,81893662,48408000,0.278882973888613,0,0.721117026111387,0,1,0,0.168860477607007,0,0.831139522392993,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações__40233802","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__8174198",NA,NA,NA,NA,"Desenvolvimento de Sistemas Espaciais","Investimento","DESENVOLVIMENTO DE SISTEMAS ESPACIAIS",48408000,67515000,NA,NA,NA,NA
"846","21AH",13958.8,294117,2680000,0.812313432835821,0,0.187686567164179,0,1,0,0.491846641791045,0,0.508153358208955,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações__1361851","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1318149",NA,NA,NA,NA,"Governança e Regulação de Atividades Espaciais","Custeio","GOVERNANCA E REGULACAO DE ATIVIDADES ESPACIAIS",2680000,312000,NA,NA,NA,NA
"847","21AI",11954144.61,30231781,19514415,0.889263603341427,0,0.110736396658573,0,1,0,0.538439148701101,0,0.461560851298899,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__10507325","24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações__9007090",NA,NA,NA,NA,"Infraestrutura e Aplicações Espaciais","Custeio","INFRAESTRUTURA E APLICACOES ESPACIAIS",19514415,33707000,NA,NA,NA,NA
"848","21AN",287414.54,938731,3e+06,1,0,0,0,1,0,0.514142333333333,0,0.485857666666667,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1542427","20101 - Presidência da República__1457573",NA,NA,NA,NA,"Coordenação , Elaboração e Proposições para Modernização do Estado","Custeio","COORDENACAO , ELABORACAO E PROPOSICOES PARA MODERNIZACAO DO ESTADO",3e+06,1e+06,NA,NA,NA,NA
"849","21AP",95172.9300000001,469366,1680000,1,0,0,0,1,0,0.514142261904762,0,0.485857738095238,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__863759","20101 - Presidência da República__816241",NA,NA,NA,NA,"Apoio à Implementação da Política Nacional de Segurança da Informação","Custeio","APOIO A IMPLEMENTACAO DA POLITICA NACIONAL DE SEGURANCA DA INFORMACAO",1680000,5e+05,NA,NA,NA,NA
"850","21AQ",21312917.81,38992829,36188000,0.972785177406875,0,0.0272148225931248,0,0,1,0.28556632032718,0,0.71443367967282,"81000 - Ministério da Mulher, da Família e dos Direitos Humanos__25853926","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__10334074",NA,NA,NA,NA,"Proteção do direito à vida","Custeio","PROTECAO DO DIREITO A VIDA",36188000,42080000,NA,NA,NA,NA
"851","21AR",25077984.2,173033635,41504994,0.88141186094377,0,0.11858813905623,0,0.806818427681257,0.193181572318743,0.41035895584035,0.175400579506167,0.414240464653482,"81000 - Ministério da Mulher, da Família e dos Direitos Humanos__24473048","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__17031946",NA,NA,NA,NA,"Promoção e Defesa de Direitos para Todos","Custeio","PROMOCAO E DEFESA DE DIREITOS PARA TODOS",41504994,33376424,NA,NA,NA,NA
"852","21AS",526427,6936039,5008000,0.767113019169329,0,0.232886980830671,0,0.975061900958466,0.0249380990415335,0.439484225239617,0,0.560515774760383,"81000 - Ministério da Mulher, da Família e dos Direitos Humanos__2807063","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__2200937",NA,NA,NA,NA,"Fortalecimento da Família","Custeio","FORTALECIMENTO DA FAMILIA",5008000,3800000,NA,NA,NA,NA
"853","21AT",364399.68,2562354,3391238,1,0,0,0,1,0,0.572906708405603,0,0.427093291594397,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1942863","81000 - Ministério da Mulher, da Família e dos Direitos Humanos__1448375",NA,NA,NA,NA,"Funcionamento dos Conselhos e Comissões de Direitos","Custeio","FUNCIONAMENTO DOS CONSELHOS E COMISSOES DE DIREITOS",3391238,2227165,NA,NA,NA,NA
"854","21AU",23528048.82,30757439,31500000,0.958333333333333,0,0.0416666666666667,0,1,0,0.490015936507937,0,0.509984063492063,"81000 - Ministério da Mulher, da Família e dos Direitos Humanos__16064498","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__15435502",NA,NA,NA,NA,"Operacionalização e Aperfeiçoamento do Sistema Integrado Nacional de Direitos Humanos - SINDH","Custeio","OPERACIONALIZACAO E APERFEICOAMENTO DO SISTEMA INTEGRADO NACIONAL DE DIREITOS HUMANOS - SINDH",31500000,4.8e+07,NA,NA,NA,NA
"855","21AX",24220472.27,32622047,22230765,1,0,0,0,1,0,0.499999932525939,0,0.500000067474061,"25000 - Ministério da Economia__11115384","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__11115381",NA,NA,NA,NA,"Gestão das políticas de previdência e trabalho","Custeio","GESTAO DAS POLITICAS DE PREVIDENCIA E TRABALHO",22230765,31157992,NA,NA,NA,NA
"856","21AY",1292989.1,2270887,2158409,0.98957565503109,0,0.01042434496891,0,1,0,0.494787595863435,0,0.505212404136565,"25000 - Ministério da Economia__1090455","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1067954",NA,NA,NA,NA,"Prevenção à Lavagem de Dinheiro e ao Financiamento do Terrorismo","Custeio","PREVENCAO A LAVAGEM DE DINHEIRO E AO FINANCIAMENTO DO TERRORISMO",2158409,2799837,NA,NA,NA,NA
"857","21AZ",119260159.04,164144575,98404039,1,0,0,0,1,0,0.499999994918908,0,0.500000005081092,"25000 - Ministério da Economia__49202020","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__49202019",NA,NA,NA,NA,"Sistema de Escrituração Digital das Obrigações Fiscais, Previdenciárias e Trabalhistas - eSocial","Custeio","SISTEMA DE ESCRITURACAO DIGITAL DAS OBRIGACOES FISCAIS, PREVIDENCIARIAS E TRABALHISTAS - ESOCIAL",98404039,116905567,NA,NA,NA,NA
"858","21B0",12271.84,750984,571522,1,0,0,0,1,0,0.5,0,0.5,"25000 - Ministério da Economia__285761","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__285761",NA,NA,NA,NA,"Promoção da Concorrência, Competitividade e Melhoria Regulatória","Custeio","PROMOCAO DA CONCORRENCIA, COMPETITIVIDADE E MELHORIA REGULATORIA",571522,8e+05,NA,NA,NA,NA
"859","21B1",73655157.4,74160976,112996000,0.450653934652554,0,0.549346065347446,0,1,0,0.225326940776665,0,0.774673059223335,"25000 - Ministério da Economia__87534957","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__25461043",NA,NA,NA,NA,"Formulação da Política Monetária Cambial e de Crédito e Supervisão do Sistema Financeiro Nacional","Investimento","FORMULACAO DA POLITICA MONETARIA CAMBIAL E DE CREDITO E SUPERVISAO DO SISTEMA FINANCEIRO NACIONAL",112996000,8.4e+07,NA,NA,NA,NA
"860","21B2",11029451.25,17402870,23255773,0.761020199156571,0,0.238979800843429,0,1,0,0,1,0,"25000 - Ministério da Economia__23255773",NA,NA,NA,NA,NA,"Gestão e Modernização dos Recursos de Tecnologia da Informação e Comunicação","Custeio","GESTAO E MODERNIZACAO DOS RECURSOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO",23255773,16233615,NA,NA,NA,NA
"861","21B3",4782424.15,27587275,32224868,0.96187767161684,0,0.0381223283831605,0,1,0,0.5617364204564,0,0.4382635795436,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__18101882","26000 - Ministério da Educação__14122986",NA,NA,NA,NA,"Fomento às Ações de Pesquisa, Extensão e Inovação nas Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica","Custeio","FOMENTO AS ACOES DE PESQUISA, EXTENSAO E INOVACAO NAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",32224868,27257840,NA,NA,NA,NA
"862","21B4",34829403.77,63272346,1e+08,1,0,0,0,1,0,0,0,1,"26000 - Ministério da Educação__1e+08",NA,NA,NA,NA,NA,"Fomento ao Desenvolvimento e Modernização dos Sistemas de Ensino de Educação Profissional e Tecnológica","Custeio","FOMENTO AO DESENVOLVIMENTO E MODERNIZACAO DOS SISTEMAS DE ENSINO DE EDUCACAO PROFISSIONAL E TECNOLOGICA",1e+08,1.15e+08,NA,NA,NA,NA
"863","21B5",0,503308,1e+06,1,0,0,0,1,0,0.584,0,0.416,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__584000","26000 - Ministério da Educação__416000",NA,NA,NA,NA,"Avaliação da Educação Profissional e Tecnológica","Custeio","AVALIACAO DA EDUCACAO PROFISSIONAL E TECNOLOGICA",1e+06,2800000,NA,NA,NA,NA
"864","21B6",23999961.66,62634638,31102630,0.981848480337515,0,0.0181515196624851,0,1,0,0,0,1,"22000 - Ministério da Agricultura, Pecuária e Abastecimento__31102630",NA,NA,NA,NA,NA,"Assistência Técnica e Extensão Rural","Custeio","ASSISTENCIA TECNICA E EXTENSAO RURAL",31102630,59211816,NA,NA,NA,NA
"865","21B7",3366521.26,4798860,4798860,0.304424800890211,0,0.695575199109789,0,1,0,0,0,1,"22000 - Ministério da Agricultura, Pecuária e Abastecimento__4798860",NA,NA,NA,NA,NA,"Gestão e Operacionalização do Terra Brasil","Investimento","GESTAO E OPERACIONALIZACAO DO TERRA BRASIL",4798860,6285918,NA,NA,NA,NA
"866","21B8",501.42,8120584,6535271,0.678135000063502,0,0.321864999936498,0,1,0,0,0,1,"22000 - Ministério da Agricultura, Pecuária e Abastecimento__6535271",NA,NA,NA,NA,NA,"Desenvolvimento Sustentável da Bioeconomia","Custeio","DESENVOLVIMENTO SUSTENTAVEL DA BIOECONOMIA",6535271,9532967,NA,NA,NA,NA
"867","21B9",18352.89,1336000,9542922,0.459295381435581,0,0.540704618564419,0,1,0,0,0,1,"22000 - Ministério da Agricultura, Pecuária e Abastecimento__9542922",NA,NA,NA,NA,NA,"Promoção e Fortalecimento da Comercialização e Acesso aos Mercados","Investimento","PROMOCAO E FORTALECIMENTO DA COMERCIALIZACAO E ACESSO AOS MERCADOS",9542922,18664082,NA,NA,NA,NA
"868","21BA",46336.34,99292,350000,1,0,0,0,1,0,0,0,1,"32000 - Ministério de Minas e Energia__350000",NA,NA,NA,NA,NA,"Coordenação das ações de gestão e monitoramento do setor elétrico","Custeio","COORDENACAO DAS ACOES DE GESTAO E MONITORAMENTO DO SETOR ELETRICO",350000,335132,NA,NA,NA,NA
"869","21BB",42552.73,162470,2e+06,0.95,0,0.05,0,1,0,0,0,1,"32000 - Ministério de Minas e Energia__2e+06",NA,NA,NA,NA,NA,"Pesquisa, Desenvolvimento e Inovação nas Geociências e Setor Mineral","Custeio","PESQUISA, DESENVOLVIMENTO E INOVACAO NAS GEOCIENCIAS E SETOR MINERAL",2e+06,163927,NA,NA,NA,NA
"870","21BC",171301.51,1141495,1090000,1,0,0,0,1,0,0.94,0,0.06,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1024600","32000 - Ministério de Minas e Energia__65400",NA,NA,NA,NA,"Estudos da indústria de petróleo e gás natural","Custeio","ESTUDOS DA INDUSTRIA DE PETROLEO E GAS NATURAL",1090000,1216000,NA,NA,NA,NA
"871","21BD",45577.11,429938,1081000,1,0,0,0,1,0,0.94,0,0.06,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1016140","32000 - Ministério de Minas e Energia__64860",NA,NA,NA,NA,"Estudos da indústria de biocombustíveis","Custeio","ESTUDOS DA INDUSTRIA DE BIOCOMBUSTIVEIS",1081000,458000,NA,NA,NA,NA
"872","21BE",15651512.26,17601989,44985951,0.922197932416723,0,0.0778020675832773,0,1,0,0.417908248733032,0.47761468908371,0.104477062183258,"32000 - Ministério de Minas e Energia__26185951","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__18800000",NA,NA,NA,NA,"Fabricação de equipamentos destinados a indústria de petróleo e gás, offshore e outros","Custeio","FABRICACAO DE EQUIPAMENTOS DESTINADOS A INDUSTRIA DE PETROLEO E GAS, OFFSHORE E OUTROS",44985951,8863976,NA,NA,NA,NA
"873","21BF",281762150.81,411854156,301500000,0.985701263681592,0,0.014298736318408,0,0.901362945273632,0.0986370547263682,0,0,1,"36000 - Ministério da Saúde__301500000",NA,NA,NA,NA,NA,"Pesquisa, Desenvolvimento Tecnológico e Inovação em Saúde","Custeio","PESQUISA, DESENVOLVIMENTO TECNOLOGICO E INOVACAO EM SAUDE",301500000,284300000,NA,NA,NA,NA
"874","21BG",1885692792.59,2028990791,2764200000,1,0,0,0,1,0,0,0,1,"36000 - Ministério da Saúde__2764200000",NA,NA,NA,NA,NA,"Formação e Provisão de Profissionais para a Atenção Primária à Saúde","Custeio","FORMACAO E PROVISAO DE PROFISSIONAIS PARA A ATENCAO PRIMARIA A SAUDE",2764200000,3.493e+09,NA,NA,NA,NA
"875","21BH",87652136.33,105397614,106383831,0.968564574441768,0,0.0314354255582317,0,0.91941736897969,0.0805826310203098,0,0,1,"17000 - Conselho Nacional de Justiça__106383831",NA,NA,NA,NA,NA,"Controle da atuação administrativa e financeira do Poder Judiciário, do cumprimento dos deveres funcionais dos juízes e Gestão de Políticas Judiciárias","Custeio","CONTROLE DA ATUACAO ADMINISTRATIVA E FINANCEIRA DO PODER JUDICIARIO, DO CUMPRIMENTO DOS DEVERES FUNCIONAIS DOS JUIZES E GESTAO DE POLITICAS JUDICIARIAS",106383831,104568234,NA,NA,NA,NA
"876","21BI",218058.54,483806,1315964,1,0,0,0,1,0,0.790284536659058,0,0.209715463340942,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1039986","52000 - Ministério da Defesa__275978",NA,NA,NA,NA,"Difusão do Conhecimento sobre Defesa Nacional à Sociedade Brasileira e Interação do Ensino Militar","Custeio","DIFUSAO DO CONHECIMENTO SOBRE DEFESA NACIONAL A SOCIEDADE BRASILEIRA E INTERACAO DO ENSINO MILITAR",1315964,505000,NA,NA,NA,NA
"877","21BJ",1895105.420409,5801553,2704920,1,0,0,0,1,0,0.790284740398977,0,0.209715259601023,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__2137657","52000 - Ministério da Defesa__567263",NA,NA,NA,NA,"Desenvolvimento do Desporto Nacional e Militar","Custeio","DESENVOLVIMENTO DO DESPORTO NACIONAL E MILITAR",2704920,6100000,NA,NA,NA,NA
"878","21BK",2124970.9,5479843,8253933,1,0,0,0,1,0,0.790285188891163,0,0.209714811108837,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__6522961","52000 - Ministério da Defesa__1730972",NA,NA,NA,NA,"Manutenção das estruturas do Programa Estratégico de Sistemas Espaciais","Custeio","MANUTENCAO DAS ESTRUTURAS DO PROGRAMA ESTRATEGICO DE SISTEMAS ESPACIAIS",8253933,5719909,NA,NA,NA,NA
"879","21BM",1314079.45,543555969,1e+06,1,0,0,0,1,0,0.598675,0,0.401325,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__598675","30000 - Ministério da Justiça e Segurança Pública__401325",NA,NA,NA,NA,"Desenvolvimento de Políticas de Segurança Pública, Prevenção e Enfrentamento à Criminalidade","Custeio","DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE",1e+06,92900000,NA,NA,NA,NA
"880","21BN",143143.33,3498144,1600000,1,0,0,0,1,0,0.598675,0,0.401325,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__957880","30000 - Ministério da Justiça e Segurança Pública__642120",NA,NA,NA,NA,"Gestão da Política de Combate à Corrupção e à Lavagem de Dinheiro","Custeio","GESTAO DA POLITICA DE COMBATE A CORRUPCAO E A LAVAGEM DE DINHEIRO",1600000,1800000,NA,NA,NA,NA
"881","21BO",22314373.04,45935028,40500000,0.902592592592593,0,0.0974074074074074,0,0.999259259259259,0.000740740740740741,0.540359432098765,0,0.459640567901235,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__21884557","30000 - Ministério da Justiça e Segurança Pública__18615443",NA,NA,NA,NA,"Proteção e Promoção dos Direitos dos Povos Indígenas","Custeio","PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS",40500000,38347263,NA,NA,NA,NA
"882","21BP",48734230.77,239804541,155882159,0.632283396844664,0,0.367716603155336,0,0.969876462899131,0.0301235371008686,0,0.151906338428377,0.848093661571623,"30000 - Ministério da Justiça e Segurança Pública__155882159",NA,NA,NA,NA,NA,"Aprimoramento do Sistema Penitenciário Nacional e Incentivo ao Desenvolvimento da Inteligência Penitenciária","Custeio","APRIMORAMENTO DO SISTEMA PENITENCIARIO NACIONAL E INCENTIVO AO DESENVOLVIMENTO DA INTELIGENCIA PENITENCIARIA",155882159,169660750,NA,NA,NA,NA
"883","21BQ",72587124.35,479745010,567212869,0.495499265549985,0,0.504500734450015,0,0.823699345580257,0.176300654419743,0,0,1,"30000 - Ministério da Justiça e Segurança Pública__567212869",NA,NA,NA,NA,NA,"Implementação de Políticas de Segurança Pública, Prevenção, e Enfrentamento à Criminalidade","Investimento","IMPLEMENTACAO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO, E ENFRENTAMENTO A CRIMINALIDADE",567212869,305543354,NA,NA,NA,NA
"884","21BR",164814.93732736,10877412,59197028,0.234684501390847,0,0.765315498609153,0,0.41205827089833,0.58794172910167,0.00788625739792207,0.645252444092295,0.346861298509783,"30000 - Ministério da Justiça e Segurança Pública__58730185","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__466843",NA,NA,NA,NA,"Gestão de Ativos e Descapitalização do Crime","Investimento","GESTAO DE ATIVOS E DESCAPITALIZACAO DO CRIME",58730185,1.1e+07,NA,NA,NA,NA
"885","21BW",444192602.15,524810926,443952972,0,0,0,1,1,0,0,0,1,"25000 - Ministério da Economia__443952972",NA,NA,NA,NA,NA,"Bônus de Eficiência e Produtividade de Servidores Inativos e Pensionistas da União","Pessoal","BONUS DE EFICIENCIA E PRODUTIVIDADE DE SERVIDORES INATIVOS E PENSIONISTAS DA UNIAO",443952972,443952972,NA,NA,NA,NA
"886","21BX",423236237.48,521152579,529606980,0,0,0,1,1,0,0,0,1,"25000 - Ministério da Economia__529606980",NA,NA,NA,NA,NA,"Bônus de Eficiência e Produtividade de Servidores Ativos da União","Pessoal","BONUS DE EFICIENCIA E PRODUTIVIDADE DE SERVIDORES ATIVOS DA UNIAO",529606980,529606980,NA,NA,NA,NA
"887","21BY",3384292.620903,5197540.00000001,16845815,0.97429889856917,0,0.0257011014308301,0,1,0,0.299891456720853,0.333317206677148,0.366791336601999,"52000 - Ministério da Defesa__11793899","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__5051916",NA,NA,NA,NA,"Fiscalização da Navegação Aquaviária","Custeio","FISCALIZACAO DA NAVEGACAO AQUAVIARIA",16845815,6858000,NA,NA,NA,NA
"888","21BZ",20390269.120329,30185000,28240880,0.980015495267853,0,0.0199845047321472,0,1,0,0,1,0,"52000 - Ministério da Defesa__28240880",NA,NA,NA,NA,NA,"Prestação de Auxílios à Navegação","Custeio","PRESTACAO DE AUXILIOS A NAVEGACAO",28240880,28210000,NA,NA,NA,NA
"889","21C5",0,13500000,54994843,1,0,0,0,1,0,0.499999990908238,0,0.500000009091762,"25000 - Ministério da Economia__27497422","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__27497421",NA,NA,NA,NA,"Elaboração de Estudos e Avaliação de Projetos de Investimentos do Governo Federal","Custeio","ELABORACAO DE ESTUDOS E AVALIACAO DE PROJETOS DE INVESTIMENTOS DO GOVERNO FEDERAL",54994843,NA,NA,NA,NA,NA
"890","21C8",0,0,92492754,1,0,0,0,1,0,0,1,0,"41000 - Ministério das Comunicações__92492754",NA,NA,NA,NA,NA,"Operação da Infraestrutura da Rede de Serviço de Comunicação de Dados do Programa Conecta Brasil","Custeio",NA,NA,NA,NA,NA,NA,NA
"891","21C9",0,0,8e+07,0,0,1,0,0,1,0,0,1,"36000 - Ministério da Saúde__8e+07",NA,NA,NA,NA,NA,"Implantação, Ampliação ou Melhoria de Ações e Serviços Sustentáveis de Saneamento Básico em Pequenas Comunidades Rurais (Localidades de Pequeno Porte) ou em Comunidades Tradicionais (Remanescentes de Quilombos)","Investimento","IMPLANTACAO, AMPLIACAO OU MELHORIA DE ACOES E SERVICOS SUSTENTAVEIS DE SANEAMENTO BASICO EM PEQUENAS COMUNIDADES RURAIS (LOCALIDADES DE PEQUENO PORTE) OU EM COMUNIDADES TRADICIONAIS (REMANESCENTES DE QUILOMBOS)",8e+07,NA,NA,NA,NA,NA
